last,first,pos,num,comb,hits,oz_hits,nz_hits,dz_hits,p1_hits,p2_hits,p3_hits,ot_hits,5v5_hits,ev_hits,pp_hits,sh_hits,hits_taken,oz_hits_t,nz_hits_t,dz_hits_t,p1_hits_t,p2_hits_t,p3_hits_t,ot_hits_t,5v5_hits_t,ev_hits_t,pp_hits_t,sh_hits_t,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STREET,BEN,C,10,BEN STREET,6.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,8.0,0.0,2.0,6.0,6.0,1.0,1.0,0.0,8.0,8.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,187.0,138.0,2.0,47.0,75.0,70.0,42.0,0.0,180.0,182.0,5.0,0.0,106.0,24.0,1.0,81.0,41.0,29.0,35.0,1.0,93.0,95.0,11.0,0.0,180.0,0.0,180.0,0.0,182.0,0.0,182.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
SISSONS,COLTON,C,10,COLTON SISSONS,35.0,28.0,1.0,6.0,17.0,6.0,12.0,0.0,34.0,35.0,0.0,0.0,20.0,8.0,0.0,12.0,9.0,9.0,2.0,0.0,20.0,20.0,0.0,0.0,34.0,0.0,34.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,J.T.,C,10,J.T. MILLER,174.0,127.0,8.0,39.0,74.0,54.0,44.0,2.0,170.0,173.0,1.0,0.0,127.0,31.0,7.0,89.0,50.0,42.0,33.0,2.0,117.0,123.0,4.0,0.0,170.0,0.0,170.0,0.0,173.0,0.0,173.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,15.0,11.0,0.0,4.0,5.0,6.0,4.0,0.0,15.0,15.0,0.0,0.0,18.0,7.0,0.0,11.0,6.0,5.0,7.0,0.0,18.0,18.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,39.0,30.0,3.0,6.0,17.0,14.0,8.0,0.0,38.0,38.0,0.0,1.0,25.0,7.0,0.0,18.0,12.0,6.0,7.0,0.0,25.0,25.0,0.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
PRINCE,SHANE,C,10,SHANE PRINCE,24.0,16.0,2.0,6.0,15.0,5.0,4.0,0.0,23.0,24.0,0.0,0.0,60.0,17.0,2.0,41.0,29.0,15.0,15.0,1.0,58.0,59.0,1.0,0.0,23.0,0.0,23.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,39.0,24.0,2.0,13.0,23.0,12.0,4.0,0.0,37.0,37.0,2.0,0.0,70.0,18.0,3.0,49.0,35.0,22.0,13.0,0.0,69.0,69.0,0.0,1.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,27.0,20.0,0.0,7.0,9.0,8.0,10.0,0.0,23.0,23.0,4.0,0.0,96.0,22.0,3.0,71.0,38.0,32.0,26.0,0.0,78.0,80.0,16.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,6.0,5.0,0.0,1.0,1.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,6.0,1.0,0.0,5.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARP,PATRICK,L,10,PATRICK SHARP,76.0,67.0,3.0,6.0,26.0,31.0,19.0,0.0,73.0,75.0,1.0,0.0,67.0,13.0,2.0,52.0,35.0,18.0,14.0,0.0,62.0,63.0,4.0,0.0,73.0,0.0,73.0,0.0,75.0,0.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PERRY,COREY,R,10,COREY PERRY,104.0,79.0,2.0,23.0,51.0,33.0,20.0,0.0,96.0,96.0,8.0,0.0,136.0,35.0,3.0,98.0,43.0,46.0,47.0,0.0,110.0,111.0,24.0,1.0,96.0,0.0,95.0,1.0,96.0,0.0,95.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,20.0,17.0,0.0,3.0,3.0,8.0,8.0,1.0,17.0,20.0,0.0,0.0,81.0,15.0,2.0,64.0,26.0,31.0,24.0,0.0,78.0,80.0,1.0,0.0,17.0,0.0,17.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,54.0,41.0,3.0,10.0,16.0,13.0,25.0,0.0,52.0,52.0,2.0,0.0,34.0,9.0,1.0,24.0,14.0,6.0,14.0,0.0,28.0,30.0,4.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,92.0,75.0,1.0,16.0,51.0,24.0,17.0,0.0,87.0,88.0,0.0,4.0,73.0,21.0,2.0,50.0,34.0,17.0,22.0,0.0,68.0,69.0,1.0,3.0,87.0,0.0,87.0,0.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,102.0,75.0,4.0,23.0,41.0,36.0,25.0,0.0,97.0,98.0,0.0,4.0,135.0,24.0,7.0,104.0,56.0,44.0,35.0,0.0,130.0,130.0,0.0,5.0,97.0,0.0,97.0,0.0,98.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,78.0,61.0,1.0,16.0,31.0,17.0,27.0,3.0,70.0,75.0,2.0,1.0,124.0,22.0,4.0,98.0,46.0,41.0,34.0,3.0,104.0,108.0,13.0,3.0,70.0,0.0,69.0,1.0,75.0,0.0,74.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,66.0,55.0,1.0,10.0,18.0,27.0,20.0,1.0,62.0,63.0,3.0,0.0,70.0,13.0,0.0,57.0,28.0,21.0,21.0,0.0,59.0,62.0,8.0,0.0,61.0,1.0,61.0,1.0,62.0,1.0,62.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,115.0,76.0,6.0,33.0,45.0,40.0,30.0,0.0,107.0,107.0,3.0,5.0,76.0,19.0,4.0,53.0,32.0,21.0,23.0,0.0,73.0,73.0,1.0,2.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0
HODGSON,CODY,C,11,CODY HODGSON,25.0,17.0,2.0,6.0,10.0,8.0,7.0,0.0,25.0,25.0,0.0,0.0,21.0,5.0,0.0,16.0,9.0,4.0,8.0,0.0,21.0,21.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,53.0,37.0,4.0,12.0,17.0,21.0,15.0,0.0,48.0,48.0,2.0,3.0,99.0,15.0,0.0,84.0,36.0,36.0,27.0,0.0,86.0,91.0,7.0,1.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
STAAL,JORDAN,C,11,JORDAN STAAL,165.0,131.0,4.0,30.0,51.0,57.0,57.0,0.0,143.0,148.0,5.0,12.0,117.0,23.0,0.0,94.0,44.0,35.0,35.0,3.0,98.0,104.0,11.0,2.0,143.0,0.0,143.0,0.0,148.0,0.0,148.0,0.0,5.0,0.0,5.0,0.0,12.0,0.0,12.0,0.0
PORTER,KEVIN,C,11,KEVIN PORTER,96.0,75.0,1.0,20.0,33.0,41.0,22.0,0.0,91.0,92.0,0.0,4.0,47.0,11.0,1.0,35.0,13.0,17.0,17.0,0.0,45.0,45.0,0.0,2.0,91.0,0.0,90.0,1.0,92.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,126.0,94.0,6.0,26.0,22.0,46.0,58.0,0.0,110.0,115.0,7.0,4.0,65.0,16.0,6.0,43.0,28.0,18.0,19.0,0.0,53.0,54.0,9.0,2.0,110.0,0.0,110.0,0.0,115.0,0.0,115.0,0.0,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,68.0,50.0,0.0,18.0,26.0,24.0,18.0,0.0,61.0,63.0,2.0,3.0,66.0,13.0,3.0,50.0,26.0,24.0,16.0,0.0,59.0,60.0,4.0,2.0,61.0,0.0,61.0,0.0,63.0,0.0,63.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
HYMAN,ZACH,C,11,ZACH HYMAN,31.0,17.0,0.0,14.0,9.0,9.0,13.0,0.0,29.0,29.0,0.0,2.0,47.0,9.0,0.0,38.0,18.0,17.0,12.0,0.0,45.0,47.0,0.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LERG,BRYAN,L,11,BRYAN LERG,13.0,11.0,1.0,1.0,6.0,4.0,3.0,0.0,13.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,91.0,70.0,1.0,20.0,35.0,36.0,20.0,0.0,81.0,81.0,0.0,10.0,96.0,24.0,2.0,70.0,34.0,28.0,34.0,0.0,91.0,92.0,0.0,4.0,81.0,0.0,81.0,0.0,81.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
PARISE,ZACH,L,11,ZACH PARISE,71.0,59.0,1.0,11.0,25.0,20.0,26.0,0.0,68.0,69.0,1.0,1.0,96.0,17.0,1.0,78.0,42.0,23.0,31.0,0.0,78.0,82.0,12.0,2.0,68.0,0.0,68.0,0.0,69.0,0.0,69.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,43.0,34.0,2.0,7.0,19.0,11.0,13.0,0.0,40.0,40.0,3.0,0.0,109.0,13.0,6.0,90.0,48.0,27.0,34.0,0.0,98.0,101.0,8.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,128.0,101.0,6.0,21.0,39.0,54.0,35.0,0.0,126.0,127.0,1.0,0.0,108.0,22.0,3.0,83.0,43.0,35.0,30.0,0.0,105.0,105.0,3.0,0.0,126.0,0.0,126.0,0.0,127.0,0.0,127.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,113.0,88.0,3.0,22.0,35.0,37.0,41.0,0.0,108.0,109.0,0.0,4.0,89.0,16.0,3.0,70.0,40.0,22.0,27.0,0.0,86.0,87.0,0.0,2.0,108.0,0.0,108.0,0.0,109.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
STAAL,ERIC,C,12,ERIC STAAL,74.0,58.0,2.0,14.0,33.0,21.0,20.0,0.0,69.0,69.0,5.0,0.0,107.0,24.0,1.0,82.0,52.0,28.0,27.0,0.0,89.0,93.0,14.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
LEHTERA,JORI,C,12,JORI LEHTERA,43.0,34.0,0.0,9.0,15.0,14.0,14.0,0.0,37.0,38.0,2.0,3.0,114.0,17.0,3.0,94.0,43.0,38.0,31.0,2.0,93.0,97.0,14.0,3.0,37.0,0.0,37.0,0.0,38.0,0.0,38.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
BAILEY,JOSH,C,12,JOSH BAILEY,45.0,33.0,1.0,11.0,15.0,14.0,16.0,0.0,43.0,44.0,1.0,0.0,64.0,19.0,1.0,44.0,19.0,23.0,20.0,2.0,54.0,56.0,8.0,0.0,43.0,0.0,43.0,0.0,44.0,0.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FISHER,MIKE,C,12,MIKE FISHER,142.0,116.0,4.0,22.0,55.0,45.0,40.0,2.0,130.0,133.0,4.0,5.0,54.0,11.0,2.0,41.0,22.0,14.0,18.0,0.0,47.0,51.0,3.0,0.0,129.0,1.0,129.0,1.0,132.0,1.0,132.0,1.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,64.0,48.0,1.0,15.0,23.0,23.0,17.0,1.0,56.0,58.0,5.0,1.0,88.0,16.0,1.0,71.0,24.0,32.0,30.0,2.0,74.0,78.0,10.0,0.0,56.0,0.0,56.0,0.0,58.0,0.0,58.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
FAKSA,RADEK,C,12,RADEK FAKSA,48.0,33.0,1.0,14.0,15.0,20.0,13.0,0.0,41.0,43.0,0.0,5.0,52.0,13.0,0.0,39.0,18.0,18.0,16.0,0.0,47.0,49.0,0.0,3.0,41.0,0.0,40.0,1.0,43.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
BOUCHER,REID,C,12,REID BOUCHER,32.0,27.0,1.0,4.0,13.0,9.0,10.0,0.0,32.0,32.0,0.0,0.0,54.0,7.0,0.0,47.0,28.0,13.0,13.0,0.0,51.0,51.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLINKHAMMER,ROB,C,12,ROB KLINKHAMMER,47.0,36.0,1.0,10.0,25.0,14.0,8.0,0.0,47.0,47.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOVEJOY,BEN,D,12,BEN LOVEJOY,154.0,122.0,0.0,32.0,65.0,51.0,37.0,1.0,141.0,142.0,0.0,12.0,173.0,32.0,4.0,137.0,74.0,49.0,50.0,0.0,166.0,167.0,0.0,6.0,140.0,1.0,139.0,2.0,141.0,1.0,140.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
PAILLE,DANIEL,L,12,DANIEL PAILLE,16.0,12.0,0.0,4.0,3.0,8.0,5.0,0.0,15.0,15.0,0.0,1.0,14.0,4.0,0.0,10.0,7.0,5.0,2.0,0.0,14.0,14.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
RAFFL,MICHAEL,L,12,MICHAEL RAFFL,135.0,99.0,2.0,34.0,52.0,52.0,31.0,0.0,130.0,131.0,4.0,0.0,195.0,27.0,5.0,163.0,61.0,74.0,60.0,0.0,184.0,186.0,9.0,0.0,130.0,0.0,129.0,1.0,131.0,0.0,130.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
FLEISCHMANN,TOMAS,L,12,TOMAS FLEISCHMANN,40.0,27.0,0.0,13.0,14.0,17.0,9.0,0.0,34.0,37.0,0.0,3.0,80.0,17.0,6.0,57.0,33.0,24.0,22.0,1.0,72.0,73.0,5.0,2.0,34.0,0.0,34.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
RICHARDSON,BRAD,R,12,BRAD RICHARDSON,57.0,41.0,0.0,16.0,30.0,14.0,13.0,0.0,55.0,56.0,0.0,1.0,87.0,17.0,1.0,69.0,33.0,28.0,26.0,0.0,81.0,83.0,0.0,4.0,55.0,0.0,55.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
GIONTA,BRIAN,R,12,BRIAN GIONTA,46.0,44.0,1.0,1.0,26.0,11.0,9.0,0.0,45.0,45.0,1.0,0.0,75.0,7.0,1.0,67.0,31.0,24.0,18.0,2.0,68.0,70.0,4.0,1.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JONES,DAVID,R,12,DAVID JONES,147.0,110.0,4.0,33.0,69.0,34.0,44.0,0.0,144.0,144.0,3.0,0.0,53.0,8.0,2.0,43.0,25.0,15.0,13.0,0.0,53.0,53.0,0.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
STAFFORD,DREW,R,12,DREW STAFFORD,59.0,49.0,1.0,9.0,29.0,18.0,12.0,0.0,52.0,53.0,2.0,4.0,63.0,17.0,0.0,46.0,29.0,14.0,20.0,0.0,56.0,57.0,5.0,1.0,52.0,0.0,52.0,0.0,53.0,0.0,53.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0
IGINLA,JAROME,R,12,JAROME IGINLA,70.0,58.0,0.0,12.0,23.0,22.0,25.0,0.0,64.0,65.0,5.0,0.0,66.0,8.0,2.0,56.0,24.0,26.0,16.0,0.0,60.0,60.0,6.0,0.0,64.0,0.0,64.0,0.0,65.0,0.0,65.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
GABORIK,MARIAN,R,12,MARIAN GABORIK,29.0,17.0,3.0,9.0,9.0,9.0,10.0,1.0,28.0,29.0,0.0,0.0,57.0,4.0,2.0,51.0,20.0,15.0,22.0,0.0,53.0,53.0,4.0,0.0,27.0,1.0,27.0,1.0,28.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQUETTE,CEDRIC,C,13,CEDRIC PAQUETTE,137.0,98.0,6.0,33.0,49.0,40.0,48.0,0.0,134.0,134.0,0.0,3.0,108.0,22.0,1.0,85.0,36.0,35.0,37.0,0.0,104.0,104.0,0.0,4.0,134.0,0.0,134.0,0.0,134.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
JANMARK,MATTIAS,C,13,MATTIAS JANMARK,4.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,88.0,26.0,1.0,61.0,35.0,27.0,26.0,0.0,85.0,87.0,1.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BONINO,NICK,C,13,NICK BONINO,22.0,16.0,0.0,6.0,9.0,7.0,6.0,0.0,20.0,21.0,1.0,0.0,72.0,17.0,2.0,53.0,37.0,21.0,14.0,0.0,64.0,65.0,4.0,3.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DATSYUK,PAVEL,C,13,PAVEL DATSYUK,70.0,60.0,2.0,8.0,25.0,27.0,18.0,0.0,61.0,67.0,3.0,0.0,75.0,13.0,2.0,60.0,27.0,22.0,26.0,0.0,66.0,67.0,8.0,0.0,60.0,1.0,60.0,1.0,66.0,1.0,66.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TANEV,BRANDON,L,13,BRANDON TANEV,7.0,6.0,0.0,1.0,1.0,2.0,4.0,0.0,7.0,7.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,JOHNNY GAUDREAU,26.0,16.0,2.0,8.0,8.0,9.0,9.0,0.0,22.0,23.0,3.0,0.0,63.0,14.0,4.0,45.0,21.0,18.0,24.0,0.0,47.0,50.0,13.0,0.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CLIFFORD,KYLE,L,13,KYLE CLIFFORD,111.0,88.0,2.0,21.0,46.0,41.0,24.0,0.0,111.0,111.0,0.0,0.0,105.0,20.0,3.0,82.0,37.0,42.0,26.0,0.0,105.0,105.0,0.0,0.0,111.0,0.0,111.0,0.0,111.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMMALLERI,MIKE,L,13,MIKE CAMMALLERI,15.0,11.0,0.0,4.0,5.0,3.0,7.0,0.0,13.0,15.0,0.0,0.0,24.0,3.0,0.0,21.0,8.0,11.0,5.0,0.0,20.0,20.0,4.0,0.0,13.0,0.0,13.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAUL,NICK,L,13,NICK PAUL,43.0,35.0,1.0,7.0,13.0,19.0,11.0,0.0,43.0,43.0,0.0,0.0,35.0,10.0,0.0,25.0,10.0,12.0,13.0,0.0,35.0,35.0,0.0,0.0,42.0,1.0,42.0,1.0,42.0,1.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
