last,first,pos,num,comb,blocks,dz_block,nz_block,oz_block,p1_block,p2_block,p3_block,ot_block,5v5_block,ev_block,sh_block,pp_block,block_for_oi,block_for_oi_5v5,shot_blocked,dz_blocked,nz_blocked,oz_blocked,p1_blocked,p2_blocked,p3_blocked,ot_blocked,5v5_blocked,ev_blocked,sh_blocked,pp_blocked,block_against_oi,block_against_oi_5v5,block_wrist,block_slap,block_snap,block_back,block_deflect,block_tip,block_wrap,block_other,blocked_wrist,blocked_slap,blocked_snap,blocked_back,blocked_deflect,blocked_tip,blocked_wrap,blocked_other,g_block_5_5v5,b_block_5_5v5,g_block_10_5v5,b_block_10_5v5,g_block_5_ev,b_block_5_ev,g_block_10_ev,b_block_10_ev,g_block_5_pp,b_block_5_pp,g_block_10_pp,b_block_10_pp,g_block_5_sh,b_block_5_sh,g_block_10_sh,b_block_10_sh
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
STREET,BEN,C,10,BEN STREET,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,22.0,22.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,30.0,29.0,0.0,1.0,6.0,16.0,8.0,0.0,30.0,30.0,0.0,0.0,273.0,258.0,73.0,1.0,0.0,72.0,26.0,25.0,22.0,0.0,60.0,61.0,0.0,12.0,457.0,285.0,17.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,45.0,9.0,14.0,3.0,0.0,2.0,0.0,0.0,29.0,1.0,29.0,1.0,29.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SISSONS,COLTON,C,10,COLTON SISSONS,20.0,20.0,0.0,0.0,7.0,6.0,7.0,0.0,18.0,18.0,2.0,0.0,103.0,85.0,10.0,0.0,0.0,10.0,5.0,1.0,4.0,0.0,9.0,9.0,1.0,0.0,77.0,76.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
MILLER,J.T.,C,10,J.T. MILLER,48.0,48.0,0.0,0.0,16.0,11.0,19.0,2.0,44.0,48.0,0.0,0.0,305.0,282.0,67.0,1.0,0.0,66.0,21.0,22.0,24.0,0.0,57.0,58.0,1.0,8.0,328.0,267.0,25.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,37.0,17.0,9.0,1.0,1.0,1.0,0.0,1.0,44.0,0.0,43.0,1.0,48.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,13.0,13.0,0.0,0.0,8.0,2.0,3.0,0.0,13.0,13.0,0.0,0.0,60.0,60.0,10.0,0.0,0.0,10.0,1.0,5.0,4.0,0.0,10.0,10.0,0.0,0.0,62.0,58.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,19.0,19.0,0.0,0.0,6.0,7.0,6.0,0.0,12.0,13.0,6.0,0.0,145.0,87.0,13.0,0.0,0.0,13.0,3.0,4.0,6.0,0.0,13.0,13.0,0.0,0.0,98.0,91.0,10.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
PRINCE,SHANE,C,10,SHANE PRINCE,14.0,14.0,0.0,0.0,3.0,6.0,5.0,0.0,14.0,14.0,0.0,0.0,175.0,173.0,40.0,1.0,0.0,39.0,17.0,11.0,12.0,0.0,39.0,40.0,0.0,0.0,182.0,172.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,35.0,35.0,0.0,0.0,20.0,8.0,7.0,0.0,33.0,35.0,0.0,0.0,131.0,120.0,51.0,0.0,0.0,51.0,16.0,22.0,13.0,0.0,39.0,39.0,0.0,12.0,200.0,163.0,26.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,18.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,32.0,1.0,35.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,27.0,27.0,0.0,0.0,14.0,6.0,6.0,1.0,26.0,27.0,0.0,0.0,213.0,204.0,29.0,0.0,0.0,29.0,6.0,10.0,13.0,0.0,22.0,23.0,0.0,6.0,325.0,213.0,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARP,PATRICK,L,10,PATRICK SHARP,24.0,24.0,0.0,0.0,5.0,13.0,6.0,0.0,20.0,21.0,1.0,2.0,249.0,221.0,82.0,0.0,1.0,81.0,27.0,25.0,29.0,1.0,54.0,61.0,0.0,21.0,428.0,302.0,8.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,20.0,10.0,3.0,1.0,1.0,0.0,0.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
PERRY,COREY,R,10,COREY PERRY,36.0,36.0,0.0,0.0,15.0,10.0,10.0,1.0,33.0,36.0,0.0,0.0,290.0,268.0,79.0,0.0,0.0,79.0,28.0,20.0,28.0,3.0,61.0,67.0,0.0,12.0,411.0,258.0,14.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,52.0,20.0,4.0,1.0,0.0,1.0,0.0,1.0,33.0,0.0,32.0,1.0,36.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,32.0,30.0,0.0,2.0,13.0,7.0,12.0,0.0,32.0,32.0,0.0,0.0,205.0,198.0,55.0,0.0,0.0,55.0,12.0,22.0,21.0,0.0,43.0,44.0,0.0,11.0,372.0,292.0,14.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,20.0,2.0,1.0,1.0,0.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,21.0,21.0,0.0,0.0,5.0,7.0,9.0,0.0,21.0,21.0,0.0,0.0,189.0,174.0,61.0,0.0,0.0,61.0,25.0,22.0,14.0,0.0,48.0,49.0,0.0,12.0,241.0,183.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,25.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,16.0,16.0,0.0,0.0,3.0,7.0,6.0,0.0,11.0,12.0,4.0,0.0,172.0,144.0,34.0,0.0,0.0,34.0,13.0,11.0,10.0,0.0,32.0,33.0,1.0,0.0,143.0,139.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,49.0,49.0,0.0,0.0,14.0,17.0,18.0,0.0,30.0,30.0,19.0,0.0,278.0,212.0,52.0,0.0,0.0,52.0,26.0,17.0,9.0,0.0,47.0,50.0,2.0,0.0,228.0,214.0,22.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,65.0,65.0,0.0,0.0,24.0,18.0,23.0,0.0,46.0,56.0,7.0,2.0,336.0,223.0,67.0,0.0,0.0,67.0,20.0,24.0,22.0,1.0,46.0,51.0,1.0,15.0,450.0,307.0,37.0,21.0,3.0,3.0,0.0,1.0,0.0,0.0,48.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,45.0,1.0,56.0,0.0,55.0,1.0,2.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,14.0,14.0,0.0,0.0,2.0,7.0,5.0,0.0,12.0,12.0,0.0,2.0,162.0,154.0,79.0,1.0,0.0,78.0,23.0,28.0,25.0,3.0,52.0,56.0,0.0,23.0,205.0,142.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,33.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,48.0,48.0,0.0,0.0,13.0,16.0,18.0,1.0,31.0,32.0,16.0,0.0,214.0,151.0,39.0,0.0,0.0,39.0,15.0,9.0,15.0,0.0,37.0,38.0,0.0,1.0,193.0,162.0,19.0,23.0,3.0,1.0,1.0,0.0,0.0,1.0,23.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
HODGSON,CODY,C,11,CODY HODGSON,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,91.0,90.0,27.0,0.0,0.0,27.0,9.0,11.0,7.0,0.0,27.0,27.0,0.0,0.0,102.0,102.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,36.0,35.0,1.0,0.0,18.0,9.0,9.0,0.0,35.0,35.0,1.0,0.0,242.0,218.0,44.0,0.0,0.0,44.0,14.0,16.0,14.0,0.0,30.0,31.0,0.0,13.0,262.0,165.0,19.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,26.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,34.0,1.0,34.0,1.0,34.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
STAAL,JORDAN,C,11,JORDAN STAAL,31.0,31.0,0.0,0.0,10.0,5.0,15.0,1.0,26.0,28.0,3.0,0.0,271.0,215.0,54.0,0.0,0.0,54.0,22.0,15.0,17.0,0.0,46.0,48.0,2.0,4.0,385.0,283.0,16.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,25.0,4.0,21.0,3.0,0.0,1.0,0.0,0.0,25.0,1.0,25.0,1.0,27.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
PORTER,KEVIN,C,11,KEVIN PORTER,25.0,25.0,0.0,0.0,7.0,8.0,10.0,0.0,18.0,19.0,6.0,0.0,112.0,84.0,11.0,1.0,0.0,10.0,5.0,4.0,2.0,0.0,11.0,11.0,0.0,0.0,76.0,74.0,13.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,18.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,28.0,28.0,0.0,0.0,18.0,5.0,5.0,0.0,24.0,24.0,4.0,0.0,215.0,179.0,41.0,1.0,0.0,40.0,7.0,16.0,18.0,0.0,27.0,30.0,3.0,8.0,323.0,195.0,19.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,51.0,51.0,0.0,0.0,16.0,25.0,10.0,0.0,41.0,42.0,9.0,0.0,338.0,266.0,62.0,1.0,0.0,61.0,19.0,17.0,26.0,0.0,48.0,51.0,6.0,5.0,355.0,277.0,32.0,13.0,3.0,2.0,0.0,1.0,0.0,0.0,41.0,11.0,6.0,2.0,1.0,1.0,0.0,0.0,41.0,0.0,41.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
HYMAN,ZACH,C,11,ZACH HYMAN,8.0,8.0,0.0,0.0,1.0,3.0,3.0,1.0,5.0,7.0,1.0,0.0,51.0,37.0,11.0,0.0,0.0,11.0,4.0,3.0,4.0,0.0,10.0,10.0,1.0,0.0,70.0,58.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LERG,BRYAN,L,11,BRYAN LERG,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,17.0,16.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,46.0,46.0,0.0,0.0,16.0,18.0,11.0,1.0,37.0,37.0,9.0,0.0,320.0,243.0,43.0,0.0,0.0,43.0,15.0,15.0,13.0,0.0,32.0,33.0,6.0,4.0,198.0,178.0,11.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,16.0,2.0,0.0,1.0,0.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
PARISE,ZACH,L,11,ZACH PARISE,42.0,39.0,2.0,1.0,17.0,7.0,18.0,0.0,35.0,40.0,1.0,1.0,293.0,236.0,70.0,0.0,0.0,70.0,30.0,21.0,17.0,2.0,38.0,44.0,1.0,25.0,390.0,227.0,18.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,13.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,35.0,0.0,40.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,25.0,25.0,0.0,0.0,7.0,8.0,10.0,0.0,22.0,25.0,0.0,0.0,166.0,152.0,60.0,0.0,0.0,60.0,16.0,21.0,20.0,3.0,54.0,57.0,0.0,3.0,289.0,205.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,7.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,22.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,15.0,15.0,0.0,0.0,9.0,3.0,3.0,0.0,15.0,15.0,0.0,0.0,201.0,197.0,24.0,0.0,0.0,24.0,9.0,9.0,6.0,0.0,19.0,22.0,0.0,2.0,208.0,156.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,36.0,35.0,0.0,1.0,14.0,9.0,13.0,0.0,25.0,28.0,8.0,0.0,218.0,164.0,22.0,0.0,0.0,22.0,8.0,8.0,6.0,0.0,19.0,19.0,3.0,0.0,121.0,113.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,25.0,0.0,25.0,0.0,27.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
STAAL,ERIC,C,12,ERIC STAAL,33.0,33.0,0.0,0.0,13.0,11.0,8.0,1.0,28.0,31.0,2.0,0.0,271.0,240.0,81.0,0.0,0.0,81.0,23.0,26.0,31.0,1.0,69.0,72.0,0.0,9.0,459.0,334.0,16.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,45.0,6.0,21.0,5.0,0.0,3.0,0.0,1.0,28.0,0.0,28.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LEHTERA,JORI,C,12,JORI LEHTERA,26.0,26.0,0.0,0.0,9.0,10.0,7.0,0.0,22.0,23.0,3.0,0.0,247.0,205.0,38.0,1.0,0.0,37.0,10.0,12.0,16.0,0.0,30.0,32.0,1.0,5.0,329.0,258.0,14.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
BAILEY,JOSH,C,12,JOSH BAILEY,25.0,25.0,0.0,0.0,7.0,8.0,9.0,1.0,21.0,23.0,2.0,0.0,284.0,253.0,45.0,1.0,0.0,44.0,11.0,20.0,12.0,2.0,36.0,39.0,0.0,6.0,332.0,286.0,13.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,32.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
FISHER,MIKE,C,12,MIKE FISHER,74.0,72.0,0.0,2.0,22.0,18.0,33.0,1.0,54.0,59.0,15.0,0.0,345.0,246.0,53.0,0.0,0.0,53.0,12.0,24.0,16.0,1.0,47.0,50.0,0.0,3.0,303.0,233.0,38.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,11.0,4.0,1.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,36.0,36.0,0.0,0.0,10.0,11.0,13.0,2.0,29.0,35.0,1.0,0.0,388.0,302.0,60.0,0.0,0.0,60.0,13.0,27.0,20.0,0.0,40.0,42.0,0.0,18.0,435.0,264.0,22.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,41.0,13.0,4.0,1.0,0.0,0.0,0.0,1.0,29.0,0.0,29.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
